id_muestra,titulo,anio_estreno,generos,pais_principal,idioma,popularidad,promedio_votos,votos
10192,Shrek Forever After,2010,Comedia,Estados Unidos,Ingles,203.893,6.38,7449
10192,Shrek Forever After,2010,Aventura,Estados Unidos,Ingles,203.893,6.38,7449
10192,Shrek Forever After,2010,Fantasia,Estados Unidos,Ingles,203.893,6.38,7449
10192,Shrek Forever After,2010,Animacion,Estados Unidos,Ingles,203.893,6.38,7449
10192,Shrek Forever After,2010,Familia,Estados Unidos,Ingles,203.893,6.38,7449
27205,Inception,2010,Accion,Reino Unido,Ingles,156.242,8.369,37119
27205,Inception,2010,Ciencia Ficcion,Reino Unido,Ingles,156.242,8.369,37119
27205,Inception,2010,Aventura,Reino Unido,Ingles,156.242,8.369,37119
12444,Harry Potter and the Deathly Hallows: Part 1,2010,Aventura,Reino Unido,Ingles,121.191,7.744,19327
12444,Harry Potter and the Deathly Hallows: Part 1,2010,Fantasia,Reino Unido,Ingles,121.191,7.744,19327
38757,Tangled,2010,Animacion,Estados Unidos,Ingles,111.762,7.6,11638
38757,Tangled,2010,Familia,Estados Unidos,Ingles,111.762,7.6,11638
38757,Tangled,2010,Aventura,Estados Unidos,Ingles,111.762,7.6,11638
10191,How to Train Your Dragon,2010,Fantasia,Estados Unidos,Ingles,110.044,7.8,13259
10191,How to Train Your Dragon,2010,Aventura,Estados Unidos,Ingles,110.044,7.8,13259
10191,How to Train Your Dragon,2010,Animacion,Estados Unidos,Ingles,110.044,7.8,13259
10191,How to Train Your Dragon,2010,Familia,Estados Unidos,Ingles,110.044,7.8,13259
11324,Shutter Island,2010,Drama,Estados Unidos,Ingles,101.551,8.2,24282
11324,Shutter Island,2010,Suspenso,Estados Unidos,Ingles,101.551,8.2,24282
11324,Shutter Island,2010,Misterio,Estados Unidos,Ingles,101.551,8.2,24282
38575,The Karate Kid,2010,Accion,China,Ingles,96.385,6.5,6082
38575,The Karate Kid,2010,Aventura,China,Ingles,96.385,6.5,6082
38575,The Karate Kid,2010,Drama,China,Ingles,96.385,6.5,6082
38575,The Karate Kid,2010,Familia,China,Ingles,96.385,6.5,6082
10138,Iron Man 2,2010,Aventura,Estados Unidos,Ingles,95.255,6.8,21222
10138,Iron Man 2,2010,Accion,Estados Unidos,Ingles,95.255,6.8,21222
10138,Iron Man 2,2010,Ciencia Ficcion,Estados Unidos,Ingles,95.255,6.8,21222
38365,Grown Ups,2010,Comedia,Estados Unidos,Ingles,93.281,6.394,6212
48650,Room in Rome,2010,Drama,Francia,Espanol,90.23,6.416,748
48650,Room in Rome,2010,Romance,Francia,Espanol,90.23,6.416,748
20352,Despicable Me,2010,Animacion,Estados Unidos,Ingles,86.361,7.2,15258
20352,Despicable Me,2010,Familia,Estados Unidos,Ingles,86.361,7.2,15258
20352,Despicable Me,2010,Comedia,Estados Unidos,Ingles,86.361,7.2,15258
10193,Toy Story 3,2010,Animacion,Estados Unidos,Ingles,83.097,7.8,14847
10193,Toy Story 3,2010,Familia,Estados Unidos,Ingles,83.097,7.8,14847
10193,Toy Story 3,2010,Comedia,Estados Unidos,Ingles,83.097,7.8,14847
24021,The Twilight Saga: Eclipse,2010,Aventura,Estados Unidos,Ingles,81.8,6.204,8829
24021,The Twilight Saga: Eclipse,2010,Fantasia,Estados Unidos,Ingles,81.8,6.204,8829
24021,The Twilight Saga: Eclipse,2010,Drama,Estados Unidos,Ingles,81.8,6.204,8829
24021,The Twilight Saga: Eclipse,2010,Romance,Estados Unidos,Ingles,81.8,6.204,8829
12155,Alice in Wonderland,2010,Familia,Estados Unidos,Ingles,80.326,6.6,14114
12155,Alice in Wonderland,2010,Fantasia,Estados Unidos,Ingles,80.326,6.6,14114
12155,Alice in Wonderland,2010,Aventura,Estados Unidos,Ingles,80.326,6.6,14114
73861,A Serbian Film,2010,Crimen,Serbia,Serbio,74.238,5.471,2018
73861,A Serbian Film,2010,Terror,Serbia,Serbio,74.238,5.471,2018
73861,A Serbian Film,2010,Suspenso,Serbia,Serbio,74.238,5.471,2018
38234,Undisputed III: Redemption,2010,Accion,Estados Unidos,Ingles,71.837,7.517,925
38234,Undisputed III: Redemption,2010,Suspenso,Estados Unidos,Ingles,71.837,7.517,925
38234,Undisputed III: Redemption,2010,Crimen,Estados Unidos,Ingles,71.837,7.517,925
38234,Undisputed III: Redemption,2010,Drama,Estados Unidos,Ingles,71.837,7.517,925
37799,The Social Network,2010,Drama,Estados Unidos,Ingles,69.048,7.368,12285
61979,Three Steps Above Heaven,2010,Romance,Espana,Espanol,66.968,7.7,3095
61979,Three Steps Above Heaven,2010,Drama,Espana,Espanol,66.968,7.7,3095
32657,Percy Jackson & the Olympians: The Lightning Thief,2010,Aventura,Estados Unidos,Ingles,64.865,6.21,7519
32657,Percy Jackson & the Olympians: The Lightning Thief,2010,Fantasia,Estados Unidos,Ingles,64.865,6.21,7519
32657,Percy Jackson & the Olympians: The Lightning Thief,2010,Familia,Estados Unidos,Ingles,64.865,6.21,7519
23168,The Town,2010,Crimen,Reino Unido,Ingles,58.865,7.2,5117
23168,The Town,2010,Drama,Reino Unido,Ingles,58.865,7.2,5117
23168,The Town,2010,Suspenso,Reino Unido,Ingles,58.865,7.2,5117
34851,Predators,2010,Ciencia Ficcion,Estados Unidos,Ingles,58.518,6.3,4194
34851,Predators,2010,Accion,Estados Unidos,Ingles,58.518,6.3,4194
34851,Predators,2010,Suspenso,Estados Unidos,Ingles,58.518,6.3,4194
38055,Megamind,2010,Animacion,Estados Unidos,Ingles,58.422,6.999,6944
38055,Megamind,2010,Accion,Estados Unidos,Ingles,58.422,6.999,6944
38055,Megamind,2010,Comedia,Estados Unidos,Ingles,58.422,6.999,6944
38055,Megamind,2010,Familia,Estados Unidos,Ingles,58.422,6.999,6944
38055,Megamind,2010,Ciencia Ficcion,Estados Unidos,Ingles,58.422,6.999,6944
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,Aventura,Reino Unido,Ingles,53.64,6.4,5621
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,Familia,Reino Unido,Ingles,53.64,6.4,5621
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,Fantasia,Reino Unido,Ingles,53.64,6.4,5621
27578,The Expendables,2010,Suspenso,Bulgaria,Ingles,53.249,6.248,7827
27578,The Expendables,2010,Aventura,Bulgaria,Ingles,53.249,6.248,7827
27578,The Expendables,2010,Accion,Bulgaria,Ingles,53.249,6.248,7827
18823,Clash of the Titans,2010,Aventura,Estados Unidos,Ingles,51.888,5.9,6308
18823,Clash of the Titans,2010,Fantasia,Estados Unidos,Ingles,51.888,5.9,6308
18823,Clash of the Titans,2010,Accion,Estados Unidos,Ingles,51.888,5.9,6308
44214,Black Swan,2010,Drama,Estados Unidos,Ingles,45.984,7.7,14650
44214,Black Swan,2010,Suspenso,Estados Unidos,Ingles,45.984,7.7,14650
44214,Black Swan,2010,Terror,Estados Unidos,Ingles,45.984,7.7,14650
23483,Kick-Ass,2010,Accion,Reino Unido,Ingles,45.668,7.122,11730
23483,Kick-Ass,2010,Crimen,Reino Unido,Ingles,45.668,7.122,11730
20526,TRON: Legacy,2010,Aventura,Estados Unidos,Ingles,44.783,6.5,7236
20526,TRON: Legacy,2010,Accion,Estados Unidos,Ingles,44.783,6.5,7236
20526,TRON: Legacy,2010,Ciencia Ficcion,Estados Unidos,Ingles,44.783,6.5,7236
52629,El Infierno,2010,Accion,Mexico,Espanol,43.812,7.9,691
52629,El Infierno,2010,Crimen,Mexico,Espanol,43.812,7.9,691
52629,El Infierno,2010,Western,Mexico,Espanol,43.812,7.9,691
52629,El Infierno,2010,Comedia,Mexico,Espanol,43.812,7.9,691
52629,El Infierno,2010,Drama,Mexico,Espanol,43.812,7.9,691
26389,From Paris with Love,2010,Accion,Reino Unido,Ingles,43.037,6.27,2043
26389,From Paris with Love,2010,Crimen,Reino Unido,Ingles,43.037,6.27,2043
26389,From Paris with Love,2010,Suspenso,Reino Unido,Ingles,43.037,6.27,2043
10196,The Last Airbender,2010,Accion,Estados Unidos,Ingles,42.597,4.6,4004
10196,The Last Airbender,2010,Aventura,Estados Unidos,Ingles,42.597,4.6,4004
10196,The Last Airbender,2010,Fantasia,Estados Unidos,Ingles,42.597,4.6,4004
27581,The Other Guys,2010,Accion,Estados Unidos,Ingles,40.669,6.3,4234
27581,The Other Guys,2010,Comedia,Estados Unidos,Ingles,40.669,6.3,4234
27581,The Other Guys,2010,Crimen,Estados Unidos,Ingles,40.669,6.3,4234
27581,The Other Guys,2010,Suspenso,Estados Unidos,Ingles,40.669,6.3,4234
47931,Elite Squad: The Enemy Within,2010,Drama,Brasil,Portugues,40.66,7.811,1879
47931,Elite Squad: The Enemy Within,2010,Accion,Brasil,Portugues,40.66,7.811,1879
47931,Elite Squad: The Enemy Within,2010,Crimen,Brasil,Portugues,40.66,7.811,1879
9543,Prince of Persia: The Sands of Time,2010,Aventura,Estados Unidos,Ingles,39.509,6.3,6807
9543,Prince of Persia: The Sands of Time,2010,Fantasia,Estados Unidos,Ingles,39.509,6.3,6807
9543,Prince of Persia: The Sands of Time,2010,Accion,Estados Unidos,Ingles,39.509,6.3,6807
22538,Scott Pilgrim vs. the World,2010,Accion,Japon,Ingles,39.321,7.491,7985
22538,Scott Pilgrim vs. the World,2010,Comedia,Japon,Ingles,39.321,7.491,7985
22538,Scott Pilgrim vs. the World,2010,Romance,Japon,Ingles,39.321,7.491,7985
22894,Legion,2010,Terror,Estados Unidos,Ingles,38.772,5.9,2656
22894,Legion,2010,Accion,Estados Unidos,Ingles,38.772,5.9,2656
22894,Legion,2010,Fantasia,Estados Unidos,Ingles,38.772,5.9,2656
51608,The Man from Nowhere,2010,Accion,Corea del Sur,Coreano,38.694,7.7,1348
51608,The Man from Nowhere,2010,Suspenso,Corea del Sur,Coreano,38.694,7.7,1348
51608,The Man from Nowhere,2010,Crimen,Corea del Sur,Coreano,38.694,7.7,1348
43947,I Spit on Your Grave,2010,Suspenso,Estados Unidos,Ingles,38.125,6.5,2344
43947,I Spit on Your Grave,2010,Crimen,Estados Unidos,Ingles,38.125,6.5,2344
43947,I Spit on Your Grave,2010,Terror,Estados Unidos,Ingles,38.125,6.5,2344
44115,127 Hours,2010,Aventura,Francia,Ingles,37.971,7.1,7606
44115,127 Hours,2010,Drama,Francia,Ingles,37.971,7.1,7606
44115,127 Hours,2010,Suspenso,Francia,Ingles,37.971,7.1,7606
39514,RED,2010,Accion,Estados Unidos,Ingles,36.185,6.7,6751
39514,RED,2010,Aventura,Estados Unidos,Ingles,36.185,6.7,6751
39514,RED,2010,Comedia,Estados Unidos,Ingles,36.185,6.7,6751
39514,RED,2010,Crimen,Estados Unidos,Ingles,36.185,6.7,6751
39514,RED,2010,Suspenso,Estados Unidos,Ingles,36.185,6.7,6751
573531,Halo Legends,2010,Animacion,Alemania,Ingles,36.147,7.3,161
573531,Halo Legends,2010,Guerra,Alemania,Ingles,36.147,7.3,161
573531,Halo Legends,2010,Accion,Alemania,Ingles,36.147,7.3,161
573531,Halo Legends,2010,Ciencia Ficcion,Alemania,Ingles,36.147,7.3,161
35552,The Extraordinary Adventures of Adele Blanc-Sec,2010,Fantasia,Francia,Frances,35.816,6.2,1368
35552,The Extraordinary Adventures of Adele Blanc-Sec,2010,Aventura,Francia,Frances,35.816,6.2,1368
35552,The Extraordinary Adventures of Adele Blanc-Sec,2010,Accion,Francia,Frances,35.816,6.2,1368
35552,The Extraordinary Adventures of Adele Blanc-Sec,2010,Misterio,Francia,Frances,35.816,6.2,1368
27576,Salt,2010,Accion,Estados Unidos,Ingles,35.711,6.4,5537
27576,Salt,2010,Misterio,Estados Unidos,Ingles,35.711,6.4,5537
27576,Salt,2010,Suspenso,Estados Unidos,Ingles,35.711,6.4,5537
46738,Incendies,2010,Drama,Canada,Frances,35.555,8.1,2830
46738,Incendies,2010,Guerra,Canada,Frances,35.555,8.1,2830
46738,Incendies,2010,Misterio,Canada,Frances,35.555,8.1,2830
44918,Titanic II,2010,Accion,Estados Unidos,Ingles,35.09,5.0,424
44918,Titanic II,2010,Suspenso,Estados Unidos,Ingles,35.09,5.0,424
44918,Titanic II,2010,Romance,Estados Unidos,Ingles,35.09,5.0,424
44918,Titanic II,2010,Aventura,Estados Unidos,Ingles,35.09,5.0,424
43949,Flipped,2010,Romance,Estados Unidos,Ingles,34.886,8.016,3062
43949,Flipped,2010,Drama,Estados Unidos,Ingles,34.886,8.016,3062
43347,Love & Other Drugs,2010,Drama,Estados Unidos,Ingles,34.685,7.0,5196
43347,Love & Other Drugs,2010,Comedia,Estados Unidos,Ingles,34.685,7.0,5196
43347,Love & Other Drugs,2010,Romance,Estados Unidos,Ingles,34.685,7.0,5196
35019,Nanny McPhee and the Big Bang,2010,Comedia,Estados Unidos,Ingles,34.409,6.3,1847
35019,Nanny McPhee and the Big Bang,2010,Fantasia,Estados Unidos,Ingles,34.409,6.3,1847
35019,Nanny McPhee and the Big Bang,2010,Familia,Estados Unidos,Ingles,34.409,6.3,1847
43593,Piranha 3D,2010,Comedia,Estados Unidos,Ingles,34.009,5.4,2238
43593,Piranha 3D,2010,Terror,Estados Unidos,Ingles,34.009,5.4,2238
44683,Tinker Bell and the Great Fairy Rescue,2010,Animacion,India,Ingles,33.522,6.7,945
44683,Tinker Bell and the Great Fairy Rescue,2010,Aventura,India,Ingles,33.522,6.7,945
44683,Tinker Bell and the Great Fairy Rescue,2010,Familia,India,Ingles,33.522,6.7,945
44683,Tinker Bell and the Great Fairy Rescue,2010,Fantasia,India,Ingles,33.522,6.7,945
20504,The Book of Eli,2010,Accion,Estados Unidos,Ingles,33.361,6.8,6182
20504,The Book of Eli,2010,Suspenso,Estados Unidos,Ingles,33.361,6.8,6182
20504,The Book of Eli,2010,Ciencia Ficcion,Estados Unidos,Ingles,33.361,6.8,6182
7978,The Wolfman,2010,Terror,Estados Unidos,Ingles,33.064,5.9,2014
7978,The Wolfman,2010,Suspenso,Estados Unidos,Ingles,33.064,5.9,2014
48466,Scared Shrekless,2010,Animacion,Estados Unidos,Ingles,32.983,6.7,469
48466,Scared Shrekless,2010,Comedia,Estados Unidos,Ingles,32.983,6.7,469
48466,Scared Shrekless,2010,Familia,Estados Unidos,Ingles,32.983,6.7,469
34544,The A-Team,2010,Accion,Reino Unido,Ingles,32.716,6.397,4671
34544,The A-Team,2010,Comedia,Reino Unido,Ingles,32.716,6.397,4671
34544,The A-Team,2010,Crimen,Reino Unido,Ingles,32.716,6.397,4671
38167,Eat Pray Love,2010,Drama,Estados Unidos,Ingles,32.264,6.241,2453
38167,Eat Pray Love,2010,Romance,Estados Unidos,Ingles,32.264,6.241,2453
72641,Azureus Rising,2010,Ciencia Ficcion,Sin informacion,Ingles,31.997,6.2,12
72641,Azureus Rising,2010,Animacion,Sin informacion,Ingles,31.997,6.2,12
26022,My Name Is Khan,2010,Drama,China,Hindi,31.503,8.0,1333
26022,My Name Is Khan,2010,Romance,China,Hindi,31.503,8.0,1333
50723,Naruto Shippuden the Movie: The Lost Tower,2010,Aventura,Japon,Japones,31.444,7.1,473
50723,Naruto Shippuden the Movie: The Lost Tower,2010,Accion,Japon,Japones,31.444,7.1,473
50723,Naruto Shippuden the Movie: The Lost Tower,2010,Animacion,Japon,Japones,31.444,7.1,473
49797,I Saw the Devil,2010,Suspenso,Corea del Sur,Coreano,31.434,7.794,2667
49797,I Saw the Devil,2010,Terror,Corea del Sur,Coreano,31.434,7.794,2667
51620,Death Race 2,2010,Accion,Sudafrica,Ingles,31.427,5.8,1112
51620,Death Race 2,2010,Suspenso,Sudafrica,Ingles,31.427,5.8,1112
51620,Death Race 2,2010,Ciencia Ficcion,Sudafrica,Ingles,31.427,5.8,1112
46705,Blue Valentine,2010,Drama,Estados Unidos,Ingles,31.339,6.9,3276
46705,Blue Valentine,2010,Romance,Estados Unidos,Ingles,31.339,6.9,3276
33217,Diary of a Wimpy Kid,2010,Comedia,Reino Unido,Ingles,31.191,6.2,1613
33217,Diary of a Wimpy Kid,2010,Familia,Reino Unido,Ingles,31.191,6.2,1613
20662,Robin Hood,2010,Accion,Estados Unidos,Ingles,30.765,6.4,4673
20662,Robin Hood,2010,Aventura,Estados Unidos,Ingles,30.765,6.4,4673
20662,Robin Hood,2010,Historia,Estados Unidos,Ingles,30.765,6.4,4673
20662,Robin Hood,2010,Drama,Estados Unidos,Ingles,30.765,6.4,4673
51739,The Secret World of Arrietty,2010,Fantasia,Francia,Japones,30.708,7.663,2879
51739,The Secret World of Arrietty,2010,Animacion,Francia,Japones,30.708,7.663,2879
51739,The Secret World of Arrietty,2010,Familia,Francia,Japones,30.708,7.663,2879
25195,Leap Year,2010,Romance,Irlanda,Ingles,30.524,6.9,2030
25195,Leap Year,2010,Comedia,Irlanda,Ingles,30.524,6.9,2030
27022,The Sorcerer's Apprentice,2010,Fantasia,Estados Unidos,Ingles,30.261,6.117,4976
27022,The Sorcerer's Apprentice,2010,Aventura,Estados Unidos,Ingles,30.261,6.117,4976
27022,The Sorcerer's Apprentice,2010,Accion,Estados Unidos,Ingles,30.261,6.117,4976
34016,She's Out of My League,2010,Romance,Estados Unidos,Ingles,30.201,6.5,2173
34016,She's Out of My League,2010,Comedia,Estados Unidos,Ingles,30.201,6.5,2173
44363,Frozen,2010,Suspenso,Estados Unidos,Ingles,30.006,6.0,1855
41439,Saw 3D,2010,Terror,Estados Unidos,Ingles,28.494,5.989,3067
41439,Saw 3D,2010,Crimen,Estados Unidos,Ingles,28.494,5.989,3067
37834,Knight and Day,2010,Accion,Estados Unidos,Ingles,27.899,6.2,4534
37834,Knight and Day,2010,Comedia,Estados Unidos,Ingles,27.899,6.2,4534
46838,Tucker and Dale vs. Evil,2010,Comedia,Canada,Ingles,27.886,7.379,2816
46838,Tucker and Dale vs. Evil,2010,Terror,Canada,Ingles,27.886,7.379,2816
37707,Splice,2010,Terror,Canada,Ingles,27.112,5.9,2273
37707,Splice,2010,Ciencia Ficcion,Canada,Ingles,27.112,5.9,2273
38358,The Last Exorcism,2010,Terror,Estados Unidos,Ingles,26.482,5.7,1026
38358,The Last Exorcism,2010,Suspenso,Estados Unidos,Ingles,26.482,5.7,1026
38358,The Last Exorcism,2010,Misterio,Estados Unidos,Ingles,26.482,5.7,1026
41733,Due Date,2010,Comedia,Estados Unidos,Ingles,26.461,6.382,5449
41733,Due Date,2010,Drama,Estados Unidos,Ingles,26.461,6.382,5449
534643,Tabu,2010,Sin informacion,Sin informacion,Ingles,26.226,2.0,1
23437,A Nightmare on Elm Street,2010,Terror,Estados Unidos,Ingles,26.168,5.5,2725
23437,A Nightmare on Elm Street,2010,Misterio,Estados Unidos,Ingles,26.168,5.5,2725
23437,A Nightmare on Elm Street,2010,Suspenso,Estados Unidos,Ingles,26.168,5.5,2725
22907,Takers,2010,Accion,Estados Unidos,Ingles,26.106,6.229,1283
22907,Takers,2010,Crimen,Estados Unidos,Ingles,26.106,6.229,1283
22907,Takers,2010,Drama,Estados Unidos,Ingles,26.106,6.229,1283
22907,Takers,2010,Suspenso,Estados Unidos,Ingles,26.106,6.229,1283
40205,16 Wishes,2010,Fantasia,Estados Unidos,Ingles,26.027,6.314,1321
40205,16 Wishes,2010,Drama,Estados Unidos,Ingles,26.027,6.314,1321
40205,16 Wishes,2010,Familia,Estados Unidos,Ingles,26.027,6.314,1321
45269,The King's Speech,2010,Drama,Reino Unido,Ingles,25.936,7.7,8778
45269,The King's Speech,2010,Historia,Reino Unido,Ingles,25.936,7.7,8778
23169,Remember Me,2010,Drama,Estados Unidos,Ingles,25.397,7.1,3546
23169,Remember Me,2010,Romance,Estados Unidos,Ingles,25.397,7.1,3546
37735,Easy A,2010,Comedia,Estados Unidos,Ingles,25.329,6.8,6963
44048,Unstoppable,2010,Accion,Estados Unidos,Ingles,25.307,6.6,3600
44048,Unstoppable,2010,Suspenso,Estados Unidos,Ingles,25.307,6.6,3600
44874,Barbie: A Fashion Fairytale,2010,Familia,Estados Unidos,Ingles,25.138,7.2,760
44874,Barbie: A Fashion Fairytale,2010,Animacion,Estados Unidos,Ingles,25.138,7.2,760
37786,Sex and the City 2,2010,Comedia,Estados Unidos,Ingles,24.953,6.1,1639
37786,Sex and the City 2,2010,Drama,Estados Unidos,Ingles,24.953,6.1,1639
37786,Sex and the City 2,2010,Romance,Estados Unidos,Ingles,24.953,6.1,1639
37645,22 Bullets,2010,Drama,Francia,Frances,24.919,6.677,1219
37645,22 Bullets,2010,Crimen,Francia,Frances,24.919,6.677,1219
37645,22 Bullets,2010,Suspenso,Francia,Frances,24.919,6.677,1219
41283,Faster,2010,Crimen,Estados Unidos,Ingles,24.78,6.3,1948
41283,Faster,2010,Drama,Estados Unidos,Ingles,24.78,6.3,1948
41283,Faster,2010,Accion,Estados Unidos,Ingles,24.78,6.3,1948
41283,Faster,2010,Suspenso,Estados Unidos,Ingles,24.78,6.3,1948
41436,Paranormal Activity 2,2010,Terror,Estados Unidos,Ingles,24.747,5.8,2458
41436,Paranormal Activity 2,2010,Misterio,Estados Unidos,Ingles,24.747,5.8,2458
37710,The Tourist,2010,Accion,Estados Unidos,Ingles,24.522,6.183,5449
37710,The Tourist,2010,Suspenso,Estados Unidos,Ingles,24.522,6.183,5449
37710,The Tourist,2010,Romance,Estados Unidos,Ingles,24.522,6.183,5449
41233,Step Up 3D,2010,Drama,Estados Unidos,Ingles,24.48,6.8,1901
41233,Step Up 3D,2010,Romance,Estados Unidos,Ingles,24.48,6.8,1901
44264,True Grit,2010,Drama,Estados Unidos,Ingles,23.782,7.3,5315
44264,True Grit,2010,Aventura,Estados Unidos,Ingles,23.782,7.3,5315
44264,True Grit,2010,Western,Estados Unidos,Ingles,23.782,7.3,5315
43539,The Next Three Days,2010,Romance,Estados Unidos,Ingles,23.613,7.1,2885
43539,The Next Three Days,2010,Drama,Estados Unidos,Ingles,23.613,7.1,2885
43539,The Next Three Days,2010,Suspenso,Estados Unidos,Ingles,23.613,7.1,2885
43539,The Next Three Days,2010,Crimen,Estados Unidos,Ingles,23.613,7.1,2885
37056,Letters to Juliet,2010,Comedia,Estados Unidos,Ingles,23.388,7.002,2893
37056,Letters to Juliet,2010,Drama,Estados Unidos,Ingles,23.388,7.002,2893
37056,Letters to Juliet,2010,Romance,Estados Unidos,Ingles,23.388,7.002,2893
23048,Hot Tub Time Machine,2010,Ciencia Ficcion,Estados Unidos,Ingles,23.351,6.0,2508
23048,Hot Tub Time Machine,2010,Comedia,Estados Unidos,Ingles,23.351,6.0,2508
23048,Hot Tub Time Machine,2010,Aventura,Estados Unidos,Ingles,23.351,6.0,2508
40264,Vampires Suck,2010,Comedia,Estados Unidos,Ingles,23.306,4.3,1300
40264,Vampires Suck,2010,Fantasia,Estados Unidos,Ingles,23.306,4.3,1300
23172,The Spy Next Door,2010,Accion,Estados Unidos,Ingles,23.229,5.9,1311
23172,The Spy Next Door,2010,Comedia,Estados Unidos,Ingles,23.229,5.9,1311
23172,The Spy Next Door,2010,Familia,Estados Unidos,Ingles,23.229,5.9,1311
43209,Ong Bak 3,2010,Accion,Tailandia,Tailandes,23.196,6.0,439
43209,Ong Bak 3,2010,Aventura,Tailandia,Tailandes,23.196,6.0,439
43209,Ong Bak 3,2010,Historia,Tailandia,Tailandes,23.196,6.0,439
50727,The Servant,2010,Romance,Corea del Sur,Coreano,23.002,5.8,30
50727,The Servant,2010,Drama,Corea del Sur,Coreano,23.002,5.8,30
50727,The Servant,2010,Historia,Corea del Sur,Coreano,23.002,5.8,30
50727,The Servant,2010,Comedia,Corea del Sur,Coreano,23.002,5.8,30
47533,Scooby-Doo! Curse of the Lake Monster,2010,Misterio,Estados Unidos,Ingles,22.547,6.154,515
47533,Scooby-Doo! Curse of the Lake Monster,2010,Fantasia,Estados Unidos,Ingles,22.547,6.154,515
47533,Scooby-Doo! Curse of the Lake Monster,2010,Comedia,Estados Unidos,Ingles,22.547,6.154,515
47533,Scooby-Doo! Curse of the Lake Monster,2010,Aventura,Estados Unidos,Ingles,22.547,6.154,515
25602,Ninja,2010,Accion,Estados Unidos,Ingles,22.547,6.1,353
25602,Ninja,2010,Crimen,Estados Unidos,Ingles,22.547,6.1,353
25602,Ninja,2010,Drama,Estados Unidos,Ingles,22.547,6.1,353
25602,Ninja,2010,Suspenso,Estados Unidos,Ingles,22.547,6.1,353
107748,Sin tetas no hay paraiso,2010,Crimen,Colombia,Espanol,22.502,7.4,93
107748,Sin tetas no hay paraiso,2010,Drama,Colombia,Espanol,22.502,7.4,93
34134,Barbie in A Mermaid Tale,2010,Animacion,Estados Unidos,Ingles,22.109,7.2,766
34134,Barbie in A Mermaid Tale,2010,Familia,Estados Unidos,Ingles,22.109,7.2,766
34134,Barbie in A Mermaid Tale,2010,Fantasia,Estados Unidos,Ingles,22.109,7.2,766
23023,Tooth Fairy,2010,Comedia,Canada,Ingles,21.966,5.5,1994
23023,Tooth Fairy,2010,Familia,Canada,Ingles,21.966,5.5,1994
23023,Tooth Fairy,2010,Fantasia,Canada,Ingles,21.966,5.5,1994
41216,Legend of the Guardians: The Owls of Ga'Hoole,2010,Animacion,Australia,Ingles,21.922,6.8,2323
41216,Legend of the Guardians: The Owls of Ga'Hoole,2010,Aventura,Australia,Ingles,21.922,6.8,2323
41216,Legend of the Guardians: The Owls of Ga'Hoole,2010,Familia,Australia,Ingles,21.922,6.8,2323
41216,Legend of the Guardians: The Owls of Ga'Hoole,2010,Fantasia,Australia,Ingles,21.922,6.8,2323
27579,The American,2010,Crimen,Reino Unido,Ingles,21.884,6.0,1370
27579,The American,2010,Drama,Reino Unido,Ingles,21.884,6.0,1370
27579,The American,2010,Suspenso,Reino Unido,Ingles,21.884,6.0,1370
38199,Unthinkable,2010,Drama,Estados Unidos,Ingles,21.627,6.8,1224
38199,Unthinkable,2010,Suspenso,Estados Unidos,Ingles,21.627,6.8,1224
49009,The Way Back,2010,Drama,India,Ingles,21.501,7.0,1607
49009,The Way Back,2010,Aventura,India,Ingles,21.501,7.0,1607
49009,The Way Back,2010,Historia,India,Ingles,21.501,7.0,1607
23631,Machete,2010,Accion,Estados Unidos,Ingles,20.986,6.3,3327
23631,Machete,2010,Comedia,Estados Unidos,Ingles,20.986,6.3,3327
23631,Machete,2010,Suspenso,Estados Unidos,Ingles,20.986,6.3,3327
25642,Ben 10 Alien Swarm,2010,Aventura,Estados Unidos,Ingles,20.878,6.1,343
25642,Ben 10 Alien Swarm,2010,Accion,Estados Unidos,Ingles,20.878,6.1,343
25642,Ben 10 Alien Swarm,2010,TV Movie,Estados Unidos,Ingles,20.878,6.1,343
25642,Ben 10 Alien Swarm,2010,Ciencia Ficcion,Estados Unidos,Ingles,20.878,6.1,343
26388,Buried,2010,Drama,Francia,Ingles,20.832,6.6,2831
26388,Buried,2010,Suspenso,Francia,Ingles,20.832,6.6,2831
26388,Buried,2010,Misterio,Francia,Ingles,20.832,6.6,2831
43939,I'm Still Here,2010,Musica,Estados Unidos,Ingles,20.803,6.0,373
43939,I'm Still Here,2010,Comedia,Estados Unidos,Ingles,20.803,6.0,373
43939,I'm Still Here,2010,Drama,Estados Unidos,Ingles,20.803,6.0,373
63319,Belle epine,2010,Drama,Francia,Frances,20.789,5.5,53
37950,Charlie St. Cloud,2010,Drama,Estados Unidos,Ingles,20.742,6.965,2173
37950,Charlie St. Cloud,2010,Romance,Estados Unidos,Ingles,20.742,6.965,2173
42684,Skyline,2010,Ciencia Ficcion,Estados Unidos,Ingles,20.734,5.013,1637
42684,Skyline,2010,Accion,Estados Unidos,Ingles,20.734,5.013,1637
42684,Skyline,2010,Suspenso,Estados Unidos,Ingles,20.734,5.013,1637
63455,Flower & Snake 3,2010,Drama,Japon,Japones,20.567,6.117,30
