id_muestra,titulo,anio_estreno,generos,pais_principal,idioma,popularidad,promedio_votos,votos
1054867,One Battle After Another,2025,Crimen,Estados Unidos,Ingles,9.851,0.0,0
1054867,One Battle After Another,2025,Drama,Estados Unidos,Ingles,9.851,0.0,0
1054867,One Battle After Another,2025,Suspenso,Estados Unidos,Ingles,9.851,0.0,0
1010756,The Strangers: Chapter 2,2025,Terror,Slovakia,Ingles,9.825,0.0,0
1010756,The Strangers: Chapter 2,2025,Suspenso,Slovakia,Ingles,9.825,0.0,0
1430971,The Track,2025,Documental,Sin informacion,Ingles,9.756,0.0,0
1145725,Tyler Perry's Duplicity,2025,Drama,Estados Unidos,Ingles,9.756,0.0,0
1001435,The Future Awaits,2025,Drama,Francia,Frances,9.727,7.188,8
1001435,The Future Awaits,2025,Historia,Francia,Frances,9.727,7.188,8
1001435,The Future Awaits,2025,Guerra,Francia,Frances,9.727,7.188,8
1308178,Sisterqueens,2025,Documental,Alemania,Aleman,9.726,0.0,0
1320381,TWST / Things We Said Today,2025,Documental,Francia,Ingles,9.72,0.0,0
